algoritmo,configuracion,longitud_chars,probabilidad,repeticion,bits_datos,bits_totales,overhead_pct,bits_alterados,estado,mensaje_correcto
hamming,m=4,4,0,0,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,1,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,2,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,3,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,4,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,5,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,6,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,7,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,8,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,9,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,10,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,11,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,12,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,13,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,14,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,15,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,16,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,17,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,18,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,19,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,20,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,21,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,22,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,23,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,24,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,25,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,26,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,27,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,28,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,29,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,30,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,31,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,32,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,33,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,34,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,35,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,36,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,37,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,38,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,39,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,40,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,41,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,42,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,43,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,44,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,45,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,46,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,47,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,48,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,49,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,50,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,51,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,52,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,53,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,54,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,55,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,56,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,57,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,58,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,59,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,60,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,61,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,62,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,63,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,64,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,65,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,66,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,67,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,68,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,69,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,70,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,71,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,72,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,73,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,74,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,75,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,76,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,77,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,78,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,79,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,80,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,81,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,82,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,83,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,84,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,85,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,86,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,87,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,88,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,89,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,90,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,91,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,92,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,93,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,94,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,95,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,96,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,97,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,98,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,99,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,100,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,101,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,102,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,103,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,104,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,105,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,106,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,107,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,108,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,109,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,110,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,111,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,112,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,113,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,114,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,115,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,116,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,117,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,118,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,119,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,120,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,121,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,122,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,123,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,124,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,125,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,126,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,127,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,128,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,129,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,130,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,131,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,132,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,133,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,134,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,135,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,136,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,137,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,138,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,139,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,140,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,141,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,142,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,143,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,144,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,145,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,146,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,147,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,148,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,149,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,150,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,151,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,152,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,153,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,154,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,155,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,156,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,157,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,158,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,159,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,160,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,161,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,162,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,163,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,164,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,165,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,166,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,167,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,168,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,169,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,170,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,171,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,172,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,173,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,174,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,175,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,176,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,177,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,178,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,179,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,180,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,181,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,182,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,183,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,184,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,185,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,186,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,187,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,188,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,189,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,190,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,191,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,192,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,193,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,194,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,195,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,196,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,197,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,198,32,56,75.0,0,sin_error,True
hamming,m=4,4,0,199,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,0,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,1,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,2,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,3,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,4,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,5,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,6,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,7,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,8,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,9,32,56,75.0,2,corregido,False
hamming,m=4,4,0.001,10,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,11,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,12,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,13,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,14,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,15,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,16,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,17,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,18,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,19,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,20,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,21,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,22,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,23,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,24,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,25,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,26,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,27,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,28,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,29,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,30,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,31,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,32,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,33,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,34,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,35,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,36,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,37,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,38,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,39,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,40,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,41,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,42,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,43,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,44,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,45,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,46,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,47,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,48,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,49,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,50,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,51,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,52,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,53,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,54,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,55,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,56,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,57,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,58,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,59,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,60,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,61,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,62,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,63,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,64,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,65,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,66,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,67,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,68,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,69,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,70,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,71,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,72,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,73,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,74,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,75,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,76,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,77,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,78,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,79,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,80,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,81,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,82,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,83,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,84,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,85,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,86,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,87,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,88,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,89,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,90,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,91,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,92,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,93,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,94,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,95,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,96,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,97,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,98,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,99,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,100,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,101,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,102,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,103,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,104,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,105,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,106,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,107,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,108,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,109,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,110,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,111,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,112,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,113,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,114,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,115,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,116,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,117,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,118,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,119,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,120,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,121,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,122,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,123,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,124,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,125,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,126,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,127,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,128,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,129,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,130,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,131,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,132,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,133,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,134,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,135,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,136,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,137,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,138,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,139,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,140,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,141,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,142,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,143,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,144,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,145,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,146,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,147,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,148,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,149,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,150,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,151,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,152,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,153,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,154,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,155,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,156,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,157,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,158,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,159,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,160,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,161,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,162,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,163,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,164,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,165,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,166,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,167,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,168,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,169,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,170,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,171,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,172,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,173,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,174,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,175,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,176,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,177,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,178,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,179,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,180,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,181,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,182,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,183,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,184,32,56,75.0,1,corregido,True
hamming,m=4,4,0.001,185,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,186,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,187,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,188,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,189,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,190,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,191,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,192,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,193,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,194,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,195,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,196,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,197,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,198,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.001,199,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,0,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,1,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,2,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,3,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,4,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,5,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,6,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,7,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,8,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,9,32,56,75.0,2,corregido,False
hamming,m=4,4,0.005,10,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,11,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,12,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,13,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,14,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,15,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,16,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,17,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,18,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,19,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,20,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,21,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,22,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,23,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,24,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,25,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,26,32,56,75.0,1,corregido,True
hamming,m=4,4,0.005,27,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,28,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,29,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,30,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,31,32,56,75.0,2,corregido,True
hamming,m=4,4,0.005,32,32,56,75.0,0,sin_error,True
hamming,m=4,4,0.005,33,32,56,75.0,1,corregido,True
